size, iterative, recursive
3, 1.412501037120819, 0.22656601667404175
6, 0.13766402006149292, 0.1548290252685547
8, 0.12936997413635254, 0.304470956325531
11, 0.5775119662284851, 11.931290030479431
14, 0.06316399574279785, 2.193840980529785
15, 0.06477999687194824, 2.492761015892029
17, 0.06237095594406128, 5.458597004413605
19, 0.06638699769973755, 20.60761296749115
22, 0.04700702428817749, 160.21344196796417
25, 0.05677598714828491, 1268.737083017826
27, 0.14009499549865723, 5168.011747002602
